"price";"type";"usage";"shared";"device";"newsletter";"language";"duration";"churn"
14;"Regular";39;1;"Computer";0;"sp";73;0
22;"Promo";41;1;"Computer";1;"sp";48;0
9;"Regular";18;0;"Phone";0;"en";24;0
12;"Promo";53;0;"Phone";1;"sp";10;0
23;"Promo";35;0;"Phone";0;"en";16;0
16;"Promo";87;1;"Phone";0;"en";43;1
18;"Promo";76;0;"Computer";0;"sp";24;0
19;"Promo";8;0;"Phone";1;"en";30;1
15;"Regular";124,5;1;"Phone";1;"sp";95;0
15;"Promo";2;0;"Tablet";0;"sp";55;1
12;"Regular";3;0;"Phone";0;"sp";30;0
11;"Regular";16;0;"Computer";0;"fr";60;1
25;"Promo";84;0;"Phone";1;"fr";93;1
14;"Premium";76;0;"Phone";0;"en";58;0
10;"Promo";59;0;"Phone";0;"en";64;0
14;"Promo";12;0;"Tablet";1;"en";23;0
23;"Promo";118,5;1;"Tablet";0;"de";40;0
29;"Premium";37;1;"Phone";1;"de";34;0
16;"Regular";35;0;"Tablet";0;"fr";76;0
6;"Promo";108;1;"Tablet";0;"en";21;1
29;"Premium";95;0;"Phone";0;"sp";73;0
16;"Regular";75;0;"Phone";0;"sp";35;1
14;"Promo";87;0;"Tablet";0;"en";13;0
23;"Promo";39;0;"Tablet";0;"en";9;1
14;"Promo";84;0;"Computer";1;"en";59;1
7;"Promo";72;1;"Phone";0;"de";87;1
14;"Promo";27;0;"Phone";0;"en";33;0
23;"Promo";83;1;"Phone";0;"sp";35;0
7;"Promo";15;0;"Phone";0;"fr";100;1
25;"Regular";2;1;"Phone";0;"sp";81;0
7;"Promo";66;1;"Phone";1;"en";84;0
28;"Promo";87;1;"Phone";0;"en";57;0
11;"Promo";16,5;1;"Tablet";1;"en";93;0
4;"Promo";83;0;"Phone";1;"en";90;0
23;"Promo";14;0;"Phone";1;"en";15;1
24;"Premium";53;0;"Tablet";1;"de";54;1
10;"Regular";5;0;"Tablet";1;"sp";66;1
29;"Premium";87;0;"Phone";1;"sp";92;1
28;"Promo";60;0;"Computer";0;"fr";99;1
29;"Premium";96;0;"Phone";1;"en";18;0
9;"Promo";78;1;"Phone";1;"fr";3;1
21;"Regular";62;0;"Phone";0;"en";25;1
4;"Promo";33;1;"Tablet";1;"en";38;0
23;"Promo";33;0;"Tablet";0;"en";10;1
11;"Regular";32;1;"Phone";1;"en";36;0
23;"Promo";117;1;"Tablet";0;"en";73;0
20;"Promo";28;0;"Tablet";0;"de";36;1
24;"Promo";29;1;"Tablet";0;"sp";52;0
9;"Regular";100;0;"Phone";1;"en";96;0
10;"Premium";87;1;"Computer";1;"sp";28;0
12;"Promo";1;1;"Computer";0;"en";11;1
8;"Promo";85;0;"Phone";1;"de";42;0
27;"Regular";44;0;"Phone";0;"en";32;0
11;"Regular";141;1;"Phone";0;"de";27;0
10;"Promo";7,5;1;"Phone";0;"en";26;0
16;"Premium";73;0;"Computer";0;"en";97;1
23;"Promo";118,5;1;"Phone";0;"de";91;0
18;"Promo";60;0;"Phone";0;"de";63;0
13;"Regular";49;1;"Phone";1;"en";28;0
27;"Premium";100;1;"Computer";1;"de";38;1
13;"Premium";61,5;1;"Phone";1;"sp";92;1
12;"Regular";88;0;"Phone";0;"fr";68;1
23;"Premium";11;0;"Tablet";1;"en";78;1
29;"Premium";46;0;"Computer";1;"en";14;0
18;"Promo";40,5;1;"Phone";0;"en";12;0
15;"Regular";50;1;"Tablet";0;"sp";14;1
29;"Premium";106,5;1;"Phone";0;"en";93;1
10;"Promo";17;1;"Phone";1;"fr";11;0
14;"Promo";87;0;"Tablet";0;"sp";20;1
16;"Premium";49;0;"Tablet";1;"en";19;0
28;"Regular";37;0;"Phone";0;"sp";14;0
10;"Promo";41;0;"Phone";1;"sp";19;1
26;"Regular";12;0;"Phone";0;"fr";15;1
27;"Regular";42;0;"Phone";1;"en";5;1
22;"Premium";87;0;"Computer";1;"en";86;0
18;"Promo";57;1;"Phone";0;"sp";40;0
11;"Regular";20;0;"Tablet";0;"en";64;0
10;"Premium";20;0;"Phone";0;"en";75;0
14;"Promo";65;0;"Phone";0;"en";61;1
29;"Promo";15;0;"Tablet";1;"sp";46;0
14;"Promo";4;0;"Computer";0;"sp";43;0
15;"Promo";106,5;1;"Tablet";1;"fr";59;0
26;"Promo";6;0;"Computer";0;"sp";7;1
15;"Regular";51;0;"Computer";1;"sp";80;1
21;"Premium";28;0;"Computer";1;"en";97;0
21;"Regular";14;1;"Computer";0;"en";32;0
19;"Promo";66;1;"Tablet";0;"en";41;0
21;"Regular";29;1;"Phone";0;"sp";53;0
29;"Promo";127,5;1;"Phone";1;"de";27;1
29;"Premium";47;1;"Phone";0;"en";52;0
29;"Premium";15;0;"Computer";1;"en";73;1
19;"Promo";52;0;"Computer";1;"sp";53;1
21;"Regular";67;0;"Phone";0;"de";35;0
29;"Regular";80;0;"Phone";0;"de";77;0
9;"Regular";59;1;"Phone";1;"sp";25;1
15;"Promo";0;1;"Computer";0;"de";82;1
6;"Promo";97,5;1;"Tablet";1;"en";59;0
24;"Promo";10;0;"Phone";1;"sp";61;0
18;"Regular";82;0;"Phone";0;"sp";57;0
25;"Promo";36;0;"Phone";0;"sp";98;0
9;"Premium";17;1;"Phone";0;"en";86;0
12;"Promo";0;1;"Computer";0;"en";66;0
10;"Promo";85;0;"Computer";0;"en";87;1
10;"Promo";67,5;1;"Phone";1;"de";74;0
8;"Promo";12;0;"Tablet";1;"sp";77;1
13;"Regular";57;0;"Phone";1;"de";40;0
29;"Premium";40;0;"Phone";1;"sp";6;0
22;"Regular";93;1;"Computer";0;"en";98;0
15;"Regular";15;1;"Phone";0;"en";8;0
29;"Premium";100;1;"Phone";1;"en";55;0
22;"Regular";37;0;"Phone";0;"sp";56;0
12;"Regular";21;1;"Phone";1;"de";49;0
20;"Regular";46;1;"Tablet";1;"en";49;0
16;"Regular";71;0;"Phone";1;"sp";40;1
19;"Promo";89;1;"Phone";0;"en";4;0
27;"Premium";108;1;"Phone";1;"en";73;0
9;"Regular";26;0;"Phone";1;"en";100;1
28;"Promo";19;0;"Phone";1;"sp";90;0
23;"Regular";40,5;1;"Phone";0;"en";21;1
19;"Promo";1;0;"Phone";1;"de";9;1
26;"Promo";78;0;"Phone";0;"fr";15;0
25;"Premium";69;1;"Computer";1;"sp";94;0
6;"Promo";14;0;"Phone";0;"en";65;0
12;"Regular";1,5;1;"Tablet";1;"en";51;1
9;"Promo";105;1;"Phone";0;"fr";63;0
21;"Promo";21;1;"Phone";1;"sp";3;1
25;"Promo";95;1;"Phone";1;"sp";94;1
29;"Regular";54;1;"Computer";1;"fr";49;0
24;"Promo";61;0;"Phone";0;"sp";20;0
29;"Regular";102;1;"Tablet";1;"fr";80;0
14;"Promo";69;0;"Computer";1;"sp";94;1
10;"Promo";20;1;"Phone";0;"sp";19;0
29;"Premium";90;0;"Phone";0;"en";72;0
29;"Regular";66;1;"Phone";1;"en";82;0
28;"Promo";96;0;"Phone";0;"sp";68;0
22;"Promo";138;1;"Tablet";0;"sp";59;0
23;"Premium";123;1;"Tablet";1;"sp";62;1
13;"Promo";35;0;"Phone";1;"sp";52;0
24;"Promo";56;0;"Phone";1;"en";49;1
9;"Promo";47;0;"Phone";0;"en";87;1
13;"Promo";28,5;1;"Phone";1;"sp";64;0
29;"Premium";8;1;"Computer";0;"fr";96;1
27;"Promo";3;1;"Computer";1;"en";58;1
29;"Regular";18;0;"Phone";1;"en";75;1
29;"Regular";45;0;"Tablet";0;"en";3;0
12;"Promo";123;1;"Tablet";1;"sp";21;0
23;"Promo";55;0;"Phone";0;"sp";86;1
29;"Promo";9;1;"Phone";0;"en";74;0
26;"Regular";25;0;"Phone";1;"sp";27;1
17;"Promo";21;1;"Computer";1;"en";70;0
24;"Promo";96;1;"Computer";1;"en";31;1
9;"Premium";25,5;1;"Tablet";0;"en";61;1
9;"Promo";91;1;"Phone";1;"de";44;0
16;"Regular";133,5;1;"Tablet";1;"sp";58;0
29;"Promo";62;1;"Computer";1;"sp";49;0
25;"Regular";53;0;"Computer";0;"en";22;0
11;"Premium";98;0;"Phone";1;"fr";68;0
26;"Promo";100;0;"Phone";0;"en";37;0
27;"Premium";82;1;"Phone";0;"fr";59;1
8;"Promo";15;0;"Phone";1;"en";0;1
12;"Regular";6;0;"Computer";0;"en";45;0
16;"Promo";36;0;"Phone";1;"en";72;0
24;"Promo";93;1;"Phone";1;"de";77;0
29;"Premium";29;0;"Phone";1;"en";41;0
18;"Promo";3;0;"Tablet";1;"en";34;0
21;"Regular";28;1;"Tablet";1;"en";25;0
29;"Regular";69;0;"Phone";1;"en";19;0
19;"Promo";62;0;"Phone";0;"en";95;1
27;"Regular";89;0;"Tablet";1;"sp";49;0
29;"Promo";67,5;1;"Phone";0;"sp";73;0
15;"Promo";62;0;"Tablet";1;"de";4;0
14;"Regular";45;0;"Phone";1;"en";24;1
22;"Promo";94;0;"Computer";0;"en";98;0
11;"Promo";29;0;"Computer";1;"sp";69;1
11;"Promo";52,5;1;"Phone";1;"sp";16;1
26;"Promo";16;0;"Phone";1;"en";38;0
17;"Promo";97;0;"Phone";1;"de";74;0
29;"Premium";27;1;"Phone";0;"en";6;0
18;"Premium";92;0;"Phone";1;"sp";39;0
23;"Regular";58;0;"Phone";1;"en";55;0
20;"Promo";10;1;"Computer";1;"fr";58;0
27;"Promo";55;0;"Tablet";1;"sp";74;0
20;"Premium";21;0;"Computer";1;"sp";99;0
23;"Premium";26;1;"Phone";1;"sp";30;0
20;"Promo";9;0;"Computer";1;"en";75;1
14;"Promo";4;1;"Phone";0;"en";67;0
29;"Premium";72;0;"Phone";0;"en";90;1
5;"Promo";51;1;"Computer";0;"en";4;0
19;"Promo";12;0;"Phone";0;"en";42;1
22;"Promo";69;0;"Tablet";0;"de";11;1
22;"Promo";102;1;"Phone";1;"fr";5;1
20;"Promo";142,5;1;"Tablet";1;"en";58;1
29;"Premium";23;0;"Phone";1;"fr";98;1
26;"Promo";136,5;1;"Phone";0;"en";8;0
25;"Regular";7,5;1;"Computer";1;"de";49;0
29;"Promo";70;1;"Tablet";0;"en";14;1
12;"Promo";39;0;"Phone";1;"fr";58;0
22;"Promo";26;0;"Tablet";1;"en";13;1
11;"Premium";26;0;"Phone";0;"en";51;1
29;"Premium";44;0;"Phone";1;"en";79;1
20;"Promo";67,5;1;"Computer";0;"en";55;0
19;"Premium";61;1;"Phone";1;"en";92;0
16;"Premium";65;1;"Tablet";0;"en";1;0
23;"Regular";8;0;"Tablet";1;"en";26;1
23;"Promo";62;0;"Phone";1;"de";5;0
29;"Premium";82;0;"Tablet";0;"en";84;1
20;"Promo";50;0;"Computer";0;"sp";63;0
15;"Promo";16;0;"Phone";1;"en";48;1
20;"Promo";84;1;"Phone";0;"en";9;1
26;"Premium";49;0;"Computer";0;"sp";83;1
14;"Regular";96;0;"Phone";1;"en";9;1
29;"Premium";61;1;"Phone";0;"en";42;0
28;"Premium";16;1;"Tablet";0;"de";96;0
26;"Promo";138;1;"Computer";0;"en";67;0
29;"Premium";51;0;"Computer";0;"fr";90;1
17;"Promo";52;0;"Computer";1;"en";11;0
14;"Promo";46;0;"Tablet";0;"en";85;1
11;"Promo";59;0;"Phone";0;"en";43;1
10;"Promo";0;0;"Tablet";0;"en";16;1
16;"Promo";81;1;"Tablet";1;"en";70;0
20;"Regular";38;0;"Tablet";0;"en";0;0
28;"Regular";10;0;"Tablet";1;"sp";18;1
26;"Regular";37;0;"Tablet";0;"en";93;1
29;"Premium";85;0;"Tablet";0;"sp";90;0
16;"Premium";80;1;"Phone";1;"en";48;1
9;"Promo";38;0;"Phone";0;"en";78;1
28;"Regular";30;0;"Phone";1;"en";62;1
29;"Regular";92;0;"Phone";0;"en";88;1
29;"Premium";66;1;"Phone";0;"sp";89;0
29;"Premium";80;1;"Tablet";1;"en";28;0
29;"Promo";132;1;"Phone";1;"de";88;0
13;"Premium";22;0;"Phone";1;"en";26;0
21;"Promo";29;0;"Phone";0;"fr";94;1
17;"Regular";47;1;"Phone";0;"en";15;1
22;"Promo";79;1;"Computer";1;"sp";94;1
29;"Premium";67;0;"Phone";0;"en";63;0
10;"Premium";71;0;"Phone";0;"en";39;0
20;"Premium";72;0;"Tablet";0;"sp";64;0
18;"Regular";16;0;"Computer";1;"de";29;0
17;"Regular";9;0;"Tablet";0;"en";53;0
13;"Promo";56;0;"Phone";1;"sp";73;0
13;"Promo";16;0;"Phone";0;"sp";40;0
18;"Regular";28;1;"Phone";0;"fr";98;0
15;"Promo";2;1;"Phone";1;"en";18;0
25;"Promo";148,5;1;"Tablet";1;"sp";73;0
25;"Regular";0;0;"Phone";0;"de";44;1
12;"Promo";18;0;"Phone";0;"de";54;0
14;"Promo";75;1;"Computer";1;"fr";90;0
11;"Promo";114;1;"Tablet";0;"en";56;1
12;"Promo";26;0;"Tablet";0;"sp";75;1
15;"Promo";39;1;"Tablet";0;"sp";63;1
12;"Promo";79,5;1;"Phone";0;"sp";56;1
7;"Promo";17;0;"Phone";0;"sp";83;1
16;"Promo";39;0;"Computer";1;"en";22;0
9;"Premium";39;1;"Phone";1;"fr";25;0
15;"Regular";15;1;"Tablet";1;"en";84;0
21;"Promo";82,5;1;"Computer";0;"en";6;0
16;"Regular";52;0;"Phone";1;"sp";36;1
22;"Promo";77;0;"Tablet";1;"en";58;1
8;"Promo";64;0;"Phone";1;"de";38;0
9;"Regular";70;0;"Phone";0;"en";65;0
11;"Promo";24;1;"Phone";0;"en";79;0
15;"Regular";4;0;"Phone";1;"en";7;0
4;"Promo";39;0;"Phone";0;"fr";90;1
10;"Promo";42;1;"Phone";0;"en";24;1
11;"Promo";121,5;1;"Phone";1;"en";22;0
29;"Premium";30;1;"Phone";0;"en";88;0
21;"Regular";9;0;"Phone";1;"en";41;0
10;"Premium";17;1;"Phone";1;"sp";95;0
29;"Premium";89;1;"Phone";1;"sp";99;0
24;"Regular";71;1;"Phone";0;"en";54;0
21;"Promo";72;0;"Tablet";0;"fr";32;0
15;"Regular";133,5;1;"Computer";0;"en";67;0
4;"Promo";100,5;1;"Computer";0;"sp";100;1
29;"Premium";10,5;1;"Tablet";1;"sp";43;1
17;"Promo";8;0;"Phone";0;"sp";95;0
9;"Regular";18;0;"Computer";1;"en";56;0
10;"Premium";76,5;1;"Phone";0;"sp";62;0
21;"Regular";73,5;1;"Phone";0;"fr";54;1
29;"Premium";99;0;"Tablet";1;"fr";32;0
16;"Promo";8;0;"Tablet";0;"en";39;0
6;"Promo";58;0;"Phone";0;"en";7;1
25;"Promo";77;1;"Tablet";1;"sp";75;0
29;"Premium";25;1;"Tablet";1;"sp";42;0
28;"Promo";98;0;"Computer";1;"sp";51;0
28;"Regular";78;1;"Phone";1;"en";47;1
11;"Promo";103,5;1;"Tablet";0;"de";61;0
22;"Promo";18;0;"Phone";0;"sp";21;1
19;"Promo";90;1;"Phone";1;"en";82;0
29;"Premium";81;1;"Phone";1;"en";95;0
29;"Premium";1;0;"Phone";0;"en";44;1
26;"Regular";61;1;"Phone";0;"en";11;0
23;"Promo";34;0;"Computer";1;"de";77;0
22;"Premium";86;0;"Phone";0;"en";26;1
21;"Regular";55;0;"Tablet";1;"en";53;0
7;"Promo";60;1;"Tablet";1;"en";41;0
10;"Promo";36;1;"Phone";0;"sp";24;0
11;"Regular";74;1;"Tablet";0;"sp";75;0
16;"Regular";55;0;"Phone";0;"sp";83;0
10;"Regular";48;1;"Tablet";1;"de";52;0
25;"Promo";20;0;"Computer";1;"en";4;0
29;"Premium";28,5;1;"Computer";0;"de";98;0
15;"Regular";8;1;"Computer";1;"en";22;0
29;"Premium";77;0;"Phone";0;"sp";76;0
25;"Regular";57;1;"Computer";1;"de";9;1
10;"Regular";83;0;"Computer";0;"en";58;0
29;"Regular";60;0;"Phone";0;"de";21;0
14;"Regular";29;1;"Phone";0;"fr";37;1
15;"Promo";89;1;"Tablet";1;"en";47;0
21;"Promo";24;0;"Phone";0;"sp";43;0
20;"Promo";4;0;"Computer";0;"de";12;1
29;"Premium";96;1;"Computer";1;"sp";45;0
9;"Promo";49;1;"Phone";1;"en";8;0
16;"Regular";40;0;"Computer";1;"sp";39;1
16;"Promo";28;0;"Phone";0;"en";5;1
29;"Premium";6;0;"Phone";1;"en";88;0
17;"Promo";11;0;"Tablet";1;"sp";42;0
12;"Regular";51;0;"Phone";0;"sp";0;1
9;"Regular";1;0;"Phone";0;"de";58;1
23;"Promo";79;0;"Phone";1;"en";14;1
19;"Promo";64;0;"Phone";1;"sp";45;1
27;"Regular";29;0;"Phone";0;"sp";88;1
24;"Regular";30;0;"Computer";1;"en";35;0
22;"Promo";91;0;"Computer";0;"en";16;1
21;"Regular";133,5;1;"Phone";0;"en";82;0
13;"Premium";98;0;"Phone";0;"sp";1;0
19;"Regular";77;0;"Phone";1;"sp";24;0
18;"Regular";71;1;"Tablet";0;"sp";48;0
24;"Regular";14;0;"Tablet";0;"sp";55;0
18;"Promo";22;0;"Phone";0;"fr";1;0
29;"Premium";8;0;"Tablet";1;"en";41;1
16;"Promo";75;0;"Computer";0;"sp";69;0
23;"Regular";7;1;"Tablet";1;"fr";9;0
20;"Regular";118,5;1;"Phone";1;"de";27;0
29;"Premium";64;0;"Phone";1;"fr";59;0
11;"Regular";27;0;"Computer";1;"en";43;0
12;"Premium";78;0;"Phone";0;"de";9;0
15;"Regular";68;1;"Tablet";1;"sp";20;0
13;"Regular";14;1;"Phone";1;"en";48;0
25;"Promo";67;0;"Phone";0;"en";36;0
4;"Promo";88;0;"Phone";1;"de";96;1
12;"Promo";76;0;"Tablet";1;"en";68;0
25;"Regular";100;0;"Tablet";1;"en";32;1
26;"Premium";44;0;"Phone";1;"en";63;1
20;"Regular";89;1;"Computer";0;"en";45;0
28;"Promo";23;0;"Phone";1;"en";14;1
17;"Regular";123;1;"Computer";1;"sp";9;0
10;"Regular";78;0;"Tablet";1;"sp";31;0
15;"Promo";60;1;"Computer";0;"en";33;0
11;"Promo";1;0;"Computer";1;"fr";2;0
13;"Regular";45;0;"Computer";0;"en";65;1
4;"Promo";103,5;1;"Tablet";1;"en";76;1
9;"Promo";24;1;"Tablet";1;"en";10;0
17;"Regular";36;1;"Phone";1;"sp";97;0
17;"Promo";63;0;"Phone";1;"sp";69;0
29;"Regular";89;0;"Phone";1;"en";78;0
22;"Promo";88;0;"Tablet";0;"fr";12;1
20;"Promo";32;0;"Computer";0;"sp";33;0
16;"Promo";55;0;"Phone";0;"sp";90;1
26;"Regular";30;0;"Phone";0;"sp";49;1
19;"Promo";92;0;"Phone";0;"fr";17;1
28;"Premium";95;0;"Phone";1;"sp";85;0
29;"Premium";11;1;"Computer";0;"en";30;1
17;"Regular";36;0;"Phone";0;"sp";39;0
29;"Premium";97;1;"Phone";0;"sp";3;0
29;"Premium";93;0;"Phone";1;"de";34;1
28;"Promo";32;0;"Phone";0;"de";77;0
12;"Premium";71;1;"Tablet";1;"fr";63;0
29;"Premium";79;1;"Phone";0;"en";26;1
11;"Regular";81;1;"Phone";0;"en";48;0
23;"Promo";81;1;"Phone";1;"de";58;0
19;"Promo";133,5;1;"Tablet";0;"en";52;1
29;"Regular";96;0;"Computer";1;"de";31;1
11;"Promo";12;1;"Phone";0;"en";71;0
11;"Premium";72;1;"Computer";0;"sp";30;0
25;"Regular";61;0;"Computer";1;"sp";75;0
29;"Premium";53;1;"Phone";1;"sp";81;0
27;"Promo";63;1;"Phone";0;"en";46;0
29;"Premium";39;0;"Tablet";0;"de";11;0
27;"Regular";71;0;"Tablet";1;"fr";44;0
18;"Promo";96;0;"Computer";1;"sp";91;0
28;"Promo";75;1;"Phone";0;"sp";71;1
16;"Promo";86;1;"Phone";0;"de";5;0
20;"Promo";22;0;"Tablet";0;"en";52;0
26;"Premium";15;0;"Phone";0;"en";81;1
29;"Premium";12;1;"Phone";0;"en";98;1
23;"Promo";102;1;"Computer";0;"de";26;1
10;"Regular";30;0;"Tablet";0;"fr";84;0
11;"Regular";51;0;"Phone";1;"en";3;0
14;"Promo";9;1;"Phone";0;"en";76;0
14;"Regular";8;0;"Tablet";0;"en";69;0
26;"Regular";44;0;"Computer";1;"fr";79;1
17;"Promo";12;0;"Phone";1;"de";49;1
8;"Promo";70;0;"Phone";0;"sp";26;1
22;"Promo";53;0;"Computer";1;"sp";63;0
26;"Regular";64,5;1;"Phone";1;"sp";32;0
29;"Premium";96;1;"Computer";0;"sp";40;0
26;"Regular";28,5;1;"Phone";0;"fr";78;0
11;"Regular";88;0;"Tablet";1;"de";16;1
29;"Regular";55,5;1;"Phone";0;"de";55;1
29;"Premium";86;1;"Phone";1;"de";4;1
25;"Promo";54;1;"Phone";0;"en";87;0
24;"Promo";87;1;"Tablet";0;"sp";88;0
15;"Promo";97;0;"Tablet";0;"en";78;1
27;"Promo";51;0;"Phone";1;"en";26;0
29;"Premium";76;0;"Phone";1;"fr";97;1
25;"Regular";8;0;"Phone";1;"en";53;1
19;"Promo";30;0;"Phone";1;"fr";100;1
20;"Promo";11;0;"Phone";1;"sp";80;1
29;"Premium";35;0;"Phone";1;"fr";96;1
13;"Promo";69;0;"Phone";0;"en";54;1
20;"Regular";51;0;"Computer";1;"fr";51;0
22;"Promo";65;0;"Phone";1;"fr";94;1
23;"Premium";25;0;"Computer";1;"sp";46;0
21;"Promo";72;0;"Tablet";1;"sp";96;1
29;"Premium";60;0;"Phone";1;"sp";88;1
18;"Promo";43;1;"Tablet";1;"sp";56;0
13;"Promo";73;1;"Phone";1;"en";52;0
21;"Promo";94;1;"Phone";0;"en";42;1
19;"Promo";33;0;"Tablet";1;"en";67;1
20;"Promo";97;0;"Phone";1;"en";61;0
13;"Promo";3;1;"Phone";1;"en";86;0
13;"Promo";83;0;"Phone";1;"sp";87;0
17;"Promo";91;1;"Tablet";0;"sp";50;0
29;"Premium";79;0;"Computer";0;"fr";93;0
14;"Promo";124,5;1;"Computer";1;"de";74;0
29;"Regular";91;0;"Phone";0;"sp";46;1
17;"Promo";117;1;"Tablet";1;"en";94;0
29;"Premium";67;0;"Tablet";1;"en";54;1
21;"Premium";86;0;"Computer";0;"fr";76;0
20;"Promo";10;0;"Computer";0;"fr";55;0
22;"Regular";92;1;"Phone";1;"sp";87;0
24;"Promo";30;1;"Computer";0;"sp";66;0
18;"Premium";46,5;1;"Computer";0;"en";78;1
29;"Promo";76;1;"Phone";0;"en";12;0
13;"Regular";45;1;"Phone";1;"en";22;1
26;"Premium";23;1;"Phone";1;"de";11;0
18;"Regular";76;1;"Tablet";0;"en";5;0
16;"Premium";65;0;"Computer";1;"fr";29;0
17;"Promo";65;0;"Phone";1;"fr";89;1
8;"Promo";49,5;1;"Phone";1;"en";93;0
16;"Promo";41;0;"Phone";1;"sp";27;0
24;"Promo";66;0;"Computer";0;"fr";52;0
9;"Promo";31;0;"Computer";0;"sp";53;1
21;"Promo";46;0;"Phone";0;"fr";41;0
20;"Regular";8;1;"Phone";1;"sp";22;0
13;"Promo";0;0;"Computer";1;"en";3;1
19;"Promo";91,5;1;"Computer";1;"en";67;0
9;"Regular";76;0;"Phone";0;"fr";40;1
16;"Promo";41;0;"Phone";1;"de";74;0
22;"Promo";34;0;"Tablet";1;"en";39;0
27;"Promo";24;1;"Computer";0;"en";18;1
22;"Promo";60;1;"Tablet";0;"en";97;1
10;"Promo";88;0;"Tablet";1;"sp";63;0
21;"Regular";43;0;"Tablet";1;"sp";56;0
20;"Regular";5;0;"Computer";1;"de";67;0
16;"Promo";40;0;"Tablet";1;"sp";52;0
20;"Promo";0;0;"Computer";1;"en";61;0
16;"Regular";52;0;"Phone";0;"fr";5;1
16;"Promo";123;1;"Computer";1;"fr";61;1
26;"Promo";102;1;"Phone";0;"en";2;0
23;"Regular";87;1;"Computer";0;"en";71;0
11;"Promo";97;0;"Phone";0;"de";42;0
29;"Premium";72;1;"Phone";1;"en";81;0
13;"Regular";66;1;"Phone";0;"fr";52;0
15;"Promo";84;0;"Tablet";1;"sp";98;0
29;"Regular";91;0;"Tablet";1;"en";76;1
12;"Regular";28;0;"Phone";0;"sp";11;0
10;"Promo";47;0;"Phone";0;"de";45;0
29;"Premium";2;0;"Phone";1;"sp";3;0
13;"Promo";81;0;"Phone";0;"en";89;0
6;"Promo";51;0;"Computer";1;"sp";79;0
19;"Premium";37;0;"Computer";0;"de";43;0
17;"Regular";93;0;"Phone";1;"sp";14;0
11;"Promo";100;0;"Phone";1;"en";11;1
26;"Regular";91;1;"Phone";0;"sp";81;0
14;"Promo";49;0;"Tablet";0;"en";52;0
25;"Promo";31;0;"Phone";1;"de";0;1
18;"Promo";75;1;"Phone";0;"en";58;0
19;"Promo";90;0;"Phone";1;"en";52;0
10;"Regular";10,5;1;"Computer";1;"de";72;1
19;"Promo";82,5;1;"Phone";0;"sp";53;0
25;"Promo";63;1;"Computer";1;"en";14;1
24;"Premium";100;0;"Phone";0;"de";98;1
11;"Regular";138;1;"Phone";1;"sp";76;0
15;"Regular";61;0;"Phone";0;"en";67;1
29;"Premium";141;1;"Phone";0;"fr";11;1
29;"Premium";51;0;"Phone";1;"sp";20;0
24;"Premium";34;0;"Computer";1;"sp";60;0
10;"Regular";31;0;"Tablet";0;"en";83;0
20;"Regular";51;1;"Phone";1;"sp";9;0
29;"Premium";16;0;"Phone";1;"de";9;1
17;"Promo";10;1;"Tablet";1;"sp";11;0
22;"Promo";16;0;"Phone";0;"en";47;1
13;"Regular";64;0;"Computer";0;"en";66;0
14;"Premium";27;0;"Phone";1;"sp";61;0
12;"Promo";32;0;"Phone";1;"de";65;0
18;"Promo";94;0;"Phone";0;"fr";48;1
27;"Regular";9;1;"Tablet";1;"sp";56;0
18;"Promo";6;0;"Phone";0;"fr";47;0
27;"Premium";56;0;"Phone";1;"en";25;0
16;"Regular";89;0;"Phone";0;"en";41;1
18;"Promo";22;0;"Phone";0;"en";51;0
11;"Promo";43,5;1;"Computer";0;"fr";49;1
15;"Premium";34,5;1;"Phone";1;"sp";47;0
17;"Promo";98;1;"Phone";1;"fr";22;0
29;"Premium";0;0;"Tablet";0;"sp";38;0
29;"Premium";78;0;"Tablet";0;"sp";45;0
27;"Regular";95;0;"Tablet";0;"en";13;1
21;"Promo";18;1;"Tablet";1;"sp";17;0
15;"Regular";72;1;"Phone";1;"en";5;0
15;"Promo";97,5;1;"Tablet";1;"sp";71;1
15;"Promo";17;0;"Phone";1;"en";81;1
21;"Regular";49;0;"Phone";0;"fr";92;1
29;"Premium";32;0;"Computer";0;"en";41;1
19;"Promo";10;0;"Computer";0;"sp";30;1
14;"Regular";18;0;"Phone";1;"sp";27;0
16;"Promo";16;0;"Computer";0;"en";83;1
29;"Promo";11;0;"Tablet";1;"en";52;0
12;"Premium";84;0;"Computer";1;"en";47;0
12;"Regular";24;0;"Phone";0;"sp";89;0
17;"Promo";28;0;"Computer";0;"en";2;0
26;"Regular";7;0;"Tablet";0;"sp";28;1
17;"Promo";84;0;"Tablet";1;"en";68;0
10;"Regular";61;0;"Tablet";0;"de";98;0
23;"Regular";123;1;"Computer";0;"en";18;1
15;"Promo";64;0;"Phone";0;"en";37;0
20;"Premium";51;1;"Computer";0;"sp";5;0
11;"Regular";94;0;"Phone";1;"en";56;0
9;"Regular";59;1;"Phone";0;"sp";59;0
15;"Promo";78;1;"Phone";0;"fr";10;0
17;"Regular";82;0;"Phone";1;"sp";35;1
29;"Premium";71;1;"Phone";1;"en";65;0
12;"Promo";65;1;"Phone";0;"en";94;1
9;"Regular";46;0;"Computer";1;"sp";58;1
26;"Premium";74;0;"Phone";0;"de";29;1
25;"Promo";10;1;"Phone";1;"de";37;1
17;"Promo";68;0;"Tablet";0;"en";44;1
29;"Premium";57;1;"Phone";0;"en";63;1
11;"Premium";52,5;1;"Phone";0;"sp";47;1
